Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
10/04/2024 12:02:00 am,769.6177499999999,,43.854185
10/04/2024 12:04:00 am,770.5826500000005,,43.850995
10/04/2024 12:06:00 am,771.1929,750.0,43.850595
10/04/2024 12:08:00 am,771.0110999999999,,43.85021
10/04/2024 12:10:00 am,771.6737250000001,,43.84792
10/04/2024 12:12:00 am,770.500575,,43.848245
10/04/2024 12:14:00 am,769.0673999999999,,43.855285
10/04/2024 12:16:00 am,769.1381999999999,,43.852055
10/04/2024 12:18:00 am,771.164925,,43.854515
10/04/2024 12:20:00 am,769.32315,,43.85491
10/04/2024 12:22:00 am,770.1642,,43.85392
10/04/2024 12:26:00 am,768.6043500000001,,43.855675
10/04/2024 12:28:00 am,768.5740499999999,,43.8555
10/04/2024 12:30:00 am,770.3856000000001,,43.85299
10/04/2024 12:32:00 am,770.381175,,43.85372
10/04/2024 12:34:00 am,769.74045,,43.85341
10/04/2024 12:36:00 am,770.2082250000001,,43.852075
10/04/2024 12:38:00 am,772.2862499999999,,43.84641
10/04/2024 12:40:00 am,771.7146749999999,,43.849405
10/04/2024 12:42:00 am,772.868025,,43.845555
10/04/2024 12:44:00 am,773.6668500000001,,43.84745
10/04/2024 12:46:00 am,773.2974,,43.84348
10/04/2024 12:50:00 am,774.126,,43.843205
10/04/2024 12:52:00 am,773.64555,,43.8436733333333
10/04/2024 12:54:00 am,772.968975,,43.844955
10/04/2024 12:56:00 am,771.4329749999999,,43.85132
10/04/2024 12:58:00 am,767.9096999999999,,43.85885
10/04/2024 1:00:00 am,767.923725,,43.85898
10/04/2024 1:02:00 am,767.7415000000005,,43.85902
10/04/2024 1:04:00 am,768.5571,,43.85569
10/04/2024 1:06:00 am,768.68325,750.0,43.856575
10/04/2024 1:08:00 am,767.0597250000001,,43.859015
10/04/2024 1:10:00 am,767.3344500000001,,43.860195
10/04/2024 1:14:00 am,766.00545,,43.8615
10/04/2024 1:16:00 am,766.7844,,43.8622033333333
10/04/2024 1:18:00 am,768.617625,,43.852695
10/04/2024 1:20:00 am,769.8596249999999,,43.8518
10/04/2024 1:22:00 am,770.499975,,43.85107
10/04/2024 1:24:00 am,771.79365,,43.849085
10/04/2024 1:26:00 am,772.9551,,43.8456033333333
10/04/2024 1:28:00 am,772.74495,,43.84264
10/04/2024 1:30:00 am,770.1711,,43.84674
10/04/2024 1:32:00 am,771.9664500000001,,43.84853
10/04/2024 1:34:00 am,771.29835,,43.84812
10/04/2024 1:38:00 am,769.50135,,43.8537233333333
10/04/2024 1:40:00 am,770.8338749999999,,43.851155
