Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
10/31/2024 12:00:00 am,391.4352,375.0,27.17612
10/31/2024 12:14:00 am,402.52365000000003,,
10/31/2024 12:30:00 am,380.72775,,26.70198
10/31/2024 12:46:00 am,382.73955,,
10/31/2024 1:00:00 am,384.86595,375.0,26.70198
10/31/2024 1:14:00 am,384.27975000000004,,
10/31/2024 1:28:00 am,383.22360000000003,,
10/31/2024 1:44:00 am,378.51959999999997,,
10/31/2024 2:00:00 am,374.74245,375.0,26.70198
10/31/2024 2:14:00 am,370.43145,,
10/31/2024 2:30:00 am,364.6467,,
10/31/2024 2:46:00 am,356.7471,,
10/31/2024 2:58:00 am,348.91725,375.0,26.77205
10/31/2024 3:14:00 am,351.435,,31.71132
10/31/2024 3:28:00 am,367.9839,,31.93819
10/31/2024 3:44:00 am,360.4317,,
10/31/2024 4:00:00 am,353.01495,375.0,31.93819
10/31/2024 4:14:00 am,347.2278,,32.27454
10/31/2024 4:30:00 am,387.82695,,32.52163
10/31/2024 4:46:00 am,391.91819999999996,,
10/31/2024 4:58:00 am,391.35405,375.0,32.52163
10/31/2024 5:14:00 am,385.34715,,27.57308
10/31/2024 5:30:00 am,369.4662,,
10/31/2024 5:44:00 am,364.9056,,
10/31/2024 6:00:00 am,376.30095,375.0,27.57308
10/31/2024 6:14:00 am,403.18215,,
10/31/2024 6:30:00 am,372.96254999999996,,27.15914
10/31/2024 6:44:00 am,381.4254,,
10/31/2024 6:58:00 am,395.61885,375.0,27.15914
10/31/2024 7:14:00 am,403.7988,,26.95109
10/31/2024 7:30:00 am,380.157,,26.74255
10/31/2024 7:44:00 am,383.89305,,
10/31/2024 8:00:00 am,383.85165,375.0,26.74255
10/31/2024 8:16:00 am,382.32105,,
10/31/2024 8:30:00 am,379.84754999999996,,
10/31/2024 8:44:00 am,375.29715,,
10/31/2024 8:58:00 am,371.1993,375.0,26.74255
10/31/2024 9:14:00 am,362.82989999999995,,
10/31/2024 9:30:00 am,357.57825,,
10/31/2024 9:44:00 am,347.8146,,26.87227
10/31/2024 10:00:00 am,350.36805,375.0,31.51879
10/31/2024 10:16:00 am,366.1869,,31.93419
10/31/2024 10:28:00 am,356.53905,,
10/31/2024 10:44:00 am,346.10175,,32.21342
10/31/2024 10:58:00 am,381.33885,375.0,32.59013
10/31/2024 11:14:00 am,388.8678,,
10/31/2024 11:30:00 am,390.71444999999994,,
10/31/2024 11:44:00 am,390.4104,,
10/31/2024 12:00:00 pm,392.3283,375.0,32.59013
10/31/2024 12:16:00 pm,375.55305,,
10/31/2024 12:28:00 pm,378.5421,,
10/31/2024 12:44:00 pm,391.3623,,
10/31/2024 1:00:00 pm,387.04994999999997,375.0,27.59917
10/31/2024 1:14:00 pm,392.16345,,
10/31/2024 1:30:00 pm,373.47180000000003,,27.13345
10/31/2024 1:44:00 pm,382.32855,,
10/31/2024 2:00:00 pm,388.60875,375.0,27.13345
10/31/2024 2:14:00 pm,394.09020000000004,,
10/31/2024 2:28:00 pm,397.12350000000004,,
10/31/2024 2:44:00 pm,391.8903,,
10/31/2024 3:00:00 pm,391.26240000000007,375.0,27.13345
10/31/2024 3:14:00 pm,388.79864999999995,,
10/31/2024 3:30:00 pm,385.16265,,
10/31/2024 3:46:00 pm,383.72204999999997,,
10/31/2024 4:00:00 pm,377.50425,375.0,27.13345
10/31/2024 4:14:00 pm,368.84250000000003,,
10/31/2024 4:28:00 pm,364.9485,,
10/31/2024 4:44:00 pm,353.8239,,
10/31/2024 5:00:00 pm,346.8498,375.0,27.25162
10/31/2024 5:14:00 pm,358.07565,,31.97817
10/31/2024 5:30:00 pm,350.64765,,
10/31/2024 5:46:00 pm,347.7393,,32.47241
10/31/2024 5:58:00 pm,389.48670000000004,375.0,32.52616
10/31/2024 6:14:00 pm,394.1541,,
10/31/2024 6:28:00 pm,389.46765000000005,,
10/31/2024 6:44:00 pm,393.64290000000005,,
10/31/2024 7:00:00 pm,380.4375,375.0,32.52616
10/31/2024 7:14:00 pm,386.4477,,
10/31/2024 7:30:00 pm,397.28790000000004,,
10/31/2024 7:46:00 pm,394.23855,,27.56656
10/31/2024 7:58:00 pm,393.3465,375.0,27.56656
10/31/2024 8:14:00 pm,378.37739999999997,,27.15282
10/31/2024 8:30:00 pm,387.57360000000006,,
10/31/2024 8:44:00 pm,393.56280000000004,,
10/31/2024 9:00:00 pm,395.5602,375.0,27.15282
10/31/2024 9:14:00 pm,397.34055,,
10/31/2024 9:30:00 pm,399.09270000000004,,
10/31/2024 9:44:00 pm,395.10029999999995,,
10/31/2024 9:58:00 pm,392.93145,375.0,27.15282
10/31/2024 10:14:00 pm,389.11125000000004,,
