Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
10/01/2024 12:00:00 am,1319.2814500000006,,
10/01/2024 12:05:00 am,1317.9175500000001,1350.0,28.3119
10/01/2024 12:10:00 am,1316.6169300000001,,
10/01/2024 12:15:00 am,1316.5769249999998,,
10/01/2024 12:20:00 am,1314.89205,,
10/01/2024 12:25:00 am,1319.559975,,
10/01/2024 12:30:00 am,1314.7724500000004,,
10/01/2024 12:35:00 am,1316.86062,,
10/01/2024 12:40:00 am,1318.7138749999995,,
10/01/2024 12:45:00 am,1323.6382875,,
10/01/2024 12:50:00 am,1328.3675250000001,,
10/01/2024 12:55:00 am,1328.0085000000001,,
10/01/2024 1:00:00 am,1330.7658,1350.0,28.3119
10/01/2024 1:05:00 am,1330.608,,
10/01/2024 1:10:00 am,1326.9111375,,
10/01/2024 1:15:00 am,1324.9266250000005,,
10/01/2024 1:20:00 am,1328.1901000000005,,
10/01/2024 1:25:00 am,1330.04655,,
10/01/2024 1:30:00 am,1328.691,,
10/01/2024 1:35:00 am,1332.1044499999994,,
10/01/2024 1:40:00 am,1331.8998499999993,,
10/01/2024 1:45:00 am,1334.929275,,
10/01/2024 1:50:00 am,1335.2142250000006,,
10/01/2024 1:55:00 am,1329.80334,,
10/01/2024 2:00:00 am,1328.9225999999999,,
10/01/2024 2:05:00 am,1331.0526,1350.0,28.3119
10/01/2024 2:10:00 am,1330.557225,,
10/01/2024 2:15:00 am,1331.794725,,
10/01/2024 2:20:00 am,1331.1055000000006,,
10/01/2024 2:25:00 am,1329.23952,,
10/01/2024 2:30:00 am,1333.2706875,,
10/01/2024 2:35:00 am,1331.4706125,,
10/01/2024 2:40:00 am,1332.4436749999995,,
10/01/2024 2:45:00 am,1335.16371,,
10/01/2024 2:50:00 am,1332.81255,,
10/01/2024 2:55:00 am,1338.9817999999996,,
10/01/2024 3:00:00 am,1340.5489999999995,1350.0,28.3119
10/01/2024 3:05:00 am,1346.0176000000006,,
10/01/2024 3:10:00 am,1348.2828749999999,,
10/01/2024 3:15:00 am,1347.0949500000002,,
10/01/2024 3:20:00 am,1345.1877,,
10/01/2024 3:25:00 am,1345.3531125,,
10/01/2024 3:30:00 am,1347.8008000000004,,
10/01/2024 3:35:00 am,1352.360025,,
10/01/2024 3:40:00 am,1354.502025,,
10/01/2024 3:45:00 am,1358.17005,,
10/01/2024 3:50:00 am,1356.54045,,
10/01/2024 3:55:00 am,1355.10447,,
10/01/2024 4:00:00 am,1358.3389000000004,1350.0,28.3119
10/01/2024 4:05:00 am,1358.13438,1350.0,28.3119
10/01/2024 4:10:00 am,1356.00675,,
10/01/2024 4:15:00 am,1353.566325,,
10/01/2024 4:20:00 am,1360.0245,,
10/01/2024 4:25:00 am,1357.90221,,
10/01/2024 4:30:00 am,1361.32005,,
10/01/2024 4:35:00 am,1366.2478999999996,,
10/01/2024 4:40:00 am,1362.6951642857146,,
10/01/2024 4:45:00 am,1365.1869,,
10/01/2024 4:50:00 am,1364.879175,,
10/01/2024 4:55:00 am,1364.6199,,28.3119
10/01/2024 5:00:00 am,1367.8534000000004,1350.0,
10/01/2024 5:05:00 am,1366.9494,,28.3119
10/01/2024 5:10:00 am,1371.4414999999995,,
10/01/2024 5:15:00 am,1372.2952999999993,,
10/01/2024 5:20:00 am,1377.7379999999998,,
10/01/2024 5:25:00 am,1375.1456249999999,,
10/01/2024 5:30:00 am,1374.5733,,
10/01/2024 5:35:00 am,1376.19969,,
10/01/2024 5:40:00 am,1375.17381,,
10/01/2024 5:45:00 am,1377.508125,,
10/01/2024 5:50:00 am,1376.98755,,
10/01/2024 5:55:00 am,1373.580525,,
10/01/2024 6:00:00 am,1370.5451249999999,1350.0,28.3119
10/01/2024 6:05:00 am,1372.10295,1350.0,
10/01/2024 6:10:00 am,1372.59975,,
10/01/2024 6:15:00 am,1372.66815,,
10/01/2024 6:20:00 am,1369.7950000000005,,
10/01/2024 6:25:00 am,1374.4893499999994,,
10/01/2024 6:30:00 am,1373.7080999999998,,
10/01/2024 6:35:00 am,1371.5136,,
10/01/2024 6:40:00 am,1374.3091999999995,,
10/01/2024 6:45:00 am,1373.8156000000006,,
10/01/2024 6:50:00 am,1370.4528,,
10/01/2024 6:55:00 am,1371.2337499999994,,
10/01/2024 7:00:00 am,1361.2742500000004,1350.0,27.62325
10/01/2024 7:05:00 am,1382.1240499999994,,
10/01/2024 7:10:00 am,1371.8797999999995,,
10/01/2024 7:15:00 am,1374.3694500000001,,
10/01/2024 7:20:00 am,1360.063275,,
10/01/2024 7:25:00 am,1369.6058500000004,,
10/01/2024 7:30:00 am,1368.442575,,
10/01/2024 7:35:00 am,1361.5356499999994,,
10/01/2024 7:40:00 am,1368.8236999999995,,
10/01/2024 7:45:00 am,1361.261475,,
10/01/2024 7:50:00 am,1368.703875,,
10/01/2024 7:55:00 am,1368.295275,,26.9346
10/01/2024 8:00:00 am,1359.5577,1350.0,26.9346
10/01/2024 8:05:00 am,1374.1266,,
10/01/2024 8:10:00 am,1367.0356999999995,,
10/01/2024 8:15:00 am,1372.0788,,
10/01/2024 8:20:00 am,1364.46255,,
10/01/2024 8:25:00 am,1368.215025,,
10/01/2024 8:30:00 am,1362.8494125,,
10/01/2024 8:35:00 am,1363.6062,,
