Time,Inj Gas Meter Volume Instantaneous,Inj Gas Meter Volume Setpoint,Inj Gas Valve Percent Open
09/25/2024 12:00:00 am,993.0021499999996,,43.6407633333333
09/25/2024 12:02:00 am,979.919175,,43.4738
09/25/2024 12:04:00 am,976.15725,,
09/25/2024 12:06:00 am,963.7434,973.5,43.4738
09/25/2024 12:08:00 am,945.1983,,44.33266
09/25/2024 12:12:00 am,939.5445750000001,,49.359535
09/25/2024 12:14:00 am,965.904225,,51.36454
09/25/2024 12:16:00 am,971.64525,,
09/25/2024 12:18:00 am,968.4021,,
09/25/2024 12:20:00 am,971.53935,,
09/25/2024 12:22:00 am,982.6396500000001,,
09/25/2024 12:24:00 am,984.2779499999999,,
09/25/2024 12:26:00 am,990.134025,,
09/25/2024 12:28:00 am,989.2004999999999,,
09/25/2024 12:30:00 am,985.1145750000001,,
09/25/2024 12:32:00 am,986.9406000000001,,
09/25/2024 12:36:00 am,981.640725,,
09/25/2024 12:38:00 am,978.3714499999996,,
09/25/2024 12:40:00 am,980.8428000000001,,
09/25/2024 12:42:00 am,990.7325249999999,,
09/25/2024 12:44:00 am,1008.5922,,49.496275
09/25/2024 12:46:00 am,991.9346250000001,,43.57415
09/25/2024 12:48:00 am,990.3692249999999,,42.90965
09/25/2024 12:50:00 am,994.5682499999999,,42.53282
09/25/2024 12:52:00 am,978.54,,41.90619
09/25/2024 12:54:00 am,976.3628249999999,,
09/25/2024 12:56:00 am,984.3461249999999,,
09/25/2024 1:00:00 am,998.8773749999999,,41.73146
09/25/2024 1:02:00 am,971.7225499999995,,41.33042
09/25/2024 1:04:00 am,955.857975,973.5,41.33042
09/25/2024 1:06:00 am,938.265525,,45.23089
09/25/2024 1:08:00 am,952.373625,,49.03334
09/25/2024 1:10:00 am,946.55145,,49.42419
09/25/2024 1:12:00 am,967.1415499999995,,49.48221
09/25/2024 1:14:00 am,962.3699250000001,,
09/25/2024 1:16:00 am,960.7374,,
09/25/2024 1:18:00 am,961.57665,,
09/25/2024 1:22:00 am,964.696425,,
09/25/2024 1:24:00 am,961.83705,,
09/25/2024 1:26:00 am,964.17405,,
09/25/2024 1:28:00 am,968.9218999999996,,
09/25/2024 1:30:00 am,975.866925,,
09/25/2024 1:32:00 am,987.096225,,
09/25/2024 1:34:00 am,995.5518,,
09/25/2024 1:36:00 am,1019.7147,,45.197135
09/25/2024 1:38:00 am,989.45265,,41.35633
09/25/2024 1:40:00 am,994.84245,,41.016445
09/25/2024 1:42:00 am,997.5970500000001,,
09/25/2024 1:46:00 am,975.4921499999999,,40.54542
09/25/2024 1:48:00 am,965.0137999999995,,40.54542
09/25/2024 1:50:00 am,946.7855999999999,,41.6601
09/25/2024 1:52:00 am,940.743375,,47.092145
09/25/2024 1:54:00 am,951.4971,,48.43455
09/25/2024 1:56:00 am,962.7411,,48.92994
09/25/2024 1:58:00 am,950.7555499999995,,48.98735
09/25/2024 2:00:00 am,945.3059249999999,,49.24264
09/25/2024 2:02:00 am,964.949025,973.5,49.55396
09/25/2024 2:04:00 am,951.0108,,
09/25/2024 2:06:00 am,960.72165,,
09/25/2024 2:10:00 am,956.92725,,
09/25/2024 2:12:00 am,959.0305000000005,,
09/25/2024 2:14:00 am,961.7946000000001,,
09/25/2024 2:16:00 am,963.8643749999999,,
09/25/2024 2:18:00 am,995.847675,,49.00053
09/25/2024 2:20:00 am,1005.0579749999999,,43.23227
09/25/2024 2:22:00 am,990.6024499999996,,40.94181
09/25/2024 2:24:00 am,984.474,,40.43714
09/25/2024 2:26:00 am,999.9876,,
09/25/2024 2:28:00 am,981.8963249999999,,40.05625
09/25/2024 2:30:00 am,974.8107749999999,,
09/25/2024 2:34:00 am,961.6965749999999,,
09/25/2024 2:36:00 am,936.0509500000005,,43.614095
09/25/2024 2:38:00 am,948.8103000000001,,48.029065
09/25/2024 2:40:00 am,955.375875,,48.3807
09/25/2024 2:42:00 am,967.9130250000001,,49.00202
09/25/2024 2:44:00 am,960.2543249999999,,
09/25/2024 2:46:00 am,952.5198,,
09/25/2024 2:48:00 am,957.605475,,49.54052
09/25/2024 2:50:00 am,965.3522249999999,,49.54052
09/25/2024 2:52:00 am,950.0466000000001,,
09/25/2024 2:54:00 am,958.91595,,49.65779
09/25/2024 2:58:00 am,991.6725,,49.33394
09/25/2024 3:00:00 am,1001.5976500000005,,42.8169266666667
09/25/2024 3:02:00 am,990.667725,,40.651565
09/25/2024 3:04:00 am,993.53025,,40.21384
09/25/2024 3:06:00 am,974.46675,,39.761915
09/25/2024 3:08:00 am,984.636375,973.5,39.45704
09/25/2024 3:10:00 am,988.94955,,
09/25/2024 3:12:00 am,980.6391000000001,,
09/25/2024 3:14:00 am,966.4224,,
09/25/2024 3:16:00 am,973.338225,,
09/25/2024 3:18:00 am,987.34305,,
09/25/2024 3:22:00 am,985.1222250000001,,38.97168
09/25/2024 3:24:00 am,983.9773999999994,,38.77341
09/25/2024 3:26:00 am,992.4187499999999,,38.57514
09/25/2024 3:28:00 am,978.256725,,38.12199
09/25/2024 3:30:00 am,998.7213,,
09/25/2024 3:32:00 am,978.4764,,37.52829
09/25/2024 3:34:00 am,988.5590500000005,,
09/25/2024 3:36:00 am,996.434025,,
09/25/2024 3:38:00 am,987.3207749999999,,37.201055
09/25/2024 3:40:00 am,971.74035,,37.01516
09/25/2024 3:42:00 am,976.2969,,
09/25/2024 3:46:00 am,977.8383,,
09/25/2024 3:48:00 am,975.39165,,
09/25/2024 3:50:00 am,980.9238,,
09/25/2024 3:52:00 am,974.139225,,
09/25/2024 3:54:00 am,971.4927,,
09/25/2024 3:56:00 am,969.3629249999999,,
09/25/2024 3:58:00 am,964.5921000000001,973.5,37.01516
09/25/2024 4:00:00 am,959.1053999999999,,
09/25/2024 4:02:00 am,953.71065,973.5,
09/25/2024 4:04:00 am,947.1231,,37.07288
09/25/2024 4:08:00 am,940.2666750000001,,40.196215
09/25/2024 4:10:00 am,965.562375,,44.66326
09/25/2024 4:12:00 am,957.7729999999996,,
09/25/2024 4:14:00 am,954.2022000000001,,
09/25/2024 4:16:00 am,958.273725,,44.90638
09/25/2024 4:18:00 am,971.8202999999999,,44.98579
09/25/2024 4:20:00 am,965.3849250000001,,
09/25/2024 4:22:00 am,961.855425,,
09/25/2024 4:24:00 am,952.64655,,
09/25/2024 4:26:00 am,956.93265,,45.495345
09/25/2024 4:28:00 am,958.843275,,45.51978
09/25/2024 4:32:00 am,963.5574750000001,,45.94801
09/25/2024 4:34:00 am,960.14955,,46.48441
09/25/2024 4:36:00 am,946.90335,,
09/25/2024 4:38:00 am,958.9337249999999,,47.1352
09/25/2024 4:40:00 am,956.7870750000001,,47.52111
09/25/2024 4:42:00 am,954.833175,,47.52111
09/25/2024 4:44:00 am,958.629975,,47.96733
09/25/2024 4:46:00 am,955.1030250000001,,48.256115
09/25/2024 4:48:00 am,947.8493500000006,,48.50546
09/25/2024 4:50:00 am,970.976175,,48.89655
09/25/2024 4:52:00 am,969.23865,,
09/25/2024 4:56:00 am,971.6526000000001,,
09/25/2024 4:58:00 am,974.0004000000001,,
09/25/2024 5:00:00 am,978.830625,,48.89655
09/25/2024 5:02:00 am,984.39,973.5,
09/25/2024 5:04:00 am,985.8847499999999,973.5,
09/25/2024 5:06:00 am,985.9640999999999,,
09/25/2024 5:08:00 am,988.107975,,48.89655
09/25/2024 5:10:00 am,988.7430750000001,,
09/25/2024 5:12:00 am,988.5415499999999,,
09/25/2024 5:14:00 am,989.192325,,
09/25/2024 5:16:00 am,989.69955,,
09/25/2024 5:20:00 am,988.484325,,
09/25/2024 5:22:00 am,986.1547999999996,,
09/25/2024 5:24:00 am,987.6757500000001,,
09/25/2024 5:26:00 am,989.5254,,
